registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date
026463,424 NEIGHBORHOOD PHARMACY INC.,,424 SUTTER AVE. STORE #4 BROOKLYN NY 11212,KINGS,Active,Establishment Status,"April 02, 2004","May 01, 2022","April 30, 2025",
022681,4402 DRUG CORP.,RX UNLIMITED,4402 13TH AVE. BROOKLYN NY 11219,KINGS,Transfer,Establishment Status,"January 26, 1996",,"December 31, 1998","December 31, 1998"
032143,45 LUDLOW PHARMACY & SURGICAL SUPPLIES CORP,THE MEDICINE CABINET PHARMACY 3,45 LUDLOW ST YONKERS NY 10705,WESTCHESTER,Active,Establishment Status,"August 28, 2013","August 01, 2022","July 31, 2025",
021407,451 3RD AVENUE DRUG CORP.,"CORNER DRUG STORE, THE",451 THIRD AVE. NEW YORK NY 10016,NEW YORK,Transfer,Establishment Status,"October 01, 1992","January 01, 2005","January 31, 2006","January 31, 2006"
022780,459 PHARMACY CORP.,GARDEN COURT PHARMACY,459 86TH ST. BROOKLYN NY 11209,KINGS,Transfer,Establishment Status,"December 12, 1995",,"July 03, 1996","July 03, 1996"
015465,47 MAIN STREET PHARMACY INC.,GREENFIELD PHARMACY,47 MAIN STREET PORT WASHINGTON NY 11050,NASSAU,Discontinued,Establishment Status,"March 31, 1976",,"September 07, 1999","September 07, 1999"
027218,"475 NEW LOTS AVENUE PHARMACY, INC.",N.L. CLINIC PHARMACY,475 NEW LOTS AVENUE BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"August 11, 2005","August 01, 2014","March 16, 2015","March 16, 2015"
016925,475 PHARMACY CORP.,MC LEAN PHARMACY,642 B MC LEAN AVE. YONKERS NY 10705,WESTCHESTER,Discontinued,Establishment Status,"November 03, 1980","December 01, 2010","December 10, 2010","December 10, 2010"
032141,"47TH STREET ENTERPRISE, LLC",EXPRESSWAY PHARMACY,4620 THIRD AVENUE BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"July 30, 2013","July 01, 2019","October 01, 2019","October 01, 2019"
031933,"4800 BEAR ROAD OPERATING COMPANY, LLC.",,4800 BEAR ROAD LIVERPOOL NY 13088-4604,ONONDAGA,Active,Establishment Status,"August 06, 2013","August 01, 2022","July 31, 2025",
019591,"493 NEWBRIDGE RD., INC.",STAR PHARMACY,493 NEWBRIDGE ROAD EAST MEADOW NY 11554,NASSAU,Transfer,Establishment Status,"November 06, 1987",,"June 07, 1988","June 07, 1988"
035888,4M PHARMACY INC.,MICHAEL'S PHARMACY,960 E. GREEN ST. SUITE 152 PASADENA CA 91106,,Discontinued,Establishment Status,"October 20, 2017","October 20, 2017","January 15, 2021","January 15, 2021"
037134,"4MD MEDICAL SOLUTIONS, LLC",,15 AMERICA AVENUE SUITE 207 LAKEWOOD NJ 08701,,Not Active,Establishment Status,Not On File,,"June 08, 2020","June 08, 2020"
037098,4TH AVE DRUG STORE INC,,26 SOUTH 4TH AVE. MOUNT VERNON NY 10550,WESTCHESTER,Active,Establishment Status,"February 08, 2019","February 01, 2022","January 31, 2025",
032368,"4TH AVENUE PHARMACY, INC.",4TH AVENUE PHARMACY,5002 4TH AVE. BROOKLYN NY 11220,KINGS,Active,Establishment Status,"December 31, 2013","December 01, 2022","November 30, 2025",
031521,4TH STREET PHARMACY INC,UNIVERSITY COMPOUNDING PHARMACY,UNIVERSITY COMPOUNDING PHARMACY 1765 FOURTH AVE SAN DIEGO CA 92101,,Discontinued,Establishment Status,"September 06, 2012","September 01, 2015","October 29, 2015","October 29, 2015"
036459,"4U PHARMACY ONLINE, INC.",4U PHARMACY,217 AIRPORT PULLING RD S NAPLES FL 34104,,Discontinued,Establishment Status,"March 23, 2018","March 23, 2018","February 28, 2021","February 28, 2021"
039332,"5-LINE MEDICAL SUPPLY, LLC",,811 CHURCH ROAD STE 111 CHERRY HILL NJ 08002,,Active,Establishment Status,"December 17, 2021","December 17, 2021","November 30, 2024",
036680,50 OCEANA PHARMACY CORP.,OCEANA PHARMACY,3211 CONEY ISLAND AVE. BROOKLYN NY 11235-7058,KINGS,Active,Establishment Status,"June 15, 2018","June 01, 2021","May 31, 2024",
015113,"500 NOSTRAND PHARMACY, INC.",BEVERLY PHARMACY,500 NOSTRAND AVE. BROOKLYN NY 11216-2008,KINGS,Discontinued,Establishment Status,"August 16, 1975",,"September 26, 1995","September 26, 1995"
019156,5001 CHURCH AVE. PHARMACY INC.,SILVER ROD DRUGS,5001 CHURCH AVE. BROOKLYN NY 11203,KINGS,Transfer,Establishment Status,"June 30, 1986",,"June 13, 1990","June 13, 1990"
019575,5003 8TH AVENUE PHARMACY CORP.,8TH AVENUE FAMILY PHARMACY,5003 8TH AVE. BROOKLYN NY 11219,KINGS,Discontinued,Establishment Status,"October 13, 1987",,"April 01, 1988","April 01, 1988"
030880,510 FULTON AVE CORP.,BEST CHOICE PHARMACY,510 FULTON AVE. HEMPSTEAD NY 11550,NASSAU,Discontinued,Establishment Status,"September 27, 2011","September 01, 2017","February 27, 2019","February 27, 2019"
028701,"1 STOP PHARMACY & FOOD MART, INC.",,C/O PHARMACY 71-17 ROOSEVELT AVE JACKSON HEIGHTS NY 11372,QUEENS,Discontinued,Establishment Status,"December 12, 2007","December 12, 2007","March 16, 2009","March 16, 2009"
032914,101 FIRST CARE PHARMACY INC.,MI CASA RX,18 EAST 183RD STREET BRONX NY 10453,QUEENS,Not Registered,Establishment Status,"August 06, 2014","August 01, 2017","July 31, 2020",
015273,106 GRAHAM AVE. PHARMACY INC.,FAMACIA SALUD,106 GRAHAM AVE. BROOKLYN NY 11206,KINGS,Transfer,Establishment Status,"December 20, 1975",,"October 07, 1997","October 07, 1997"
017623,110 NORTH MAIN PHARMACY CORP.,DRUG MART OF NORTH MAIN,110 N. MAIN ST. SPRING VALLEY NY 10977,ROCKLAND,Discontinued,Establishment Status,"November 29, 1982",,"May 22, 1998","May 22, 1998"
017315,"1100 KENMORE AVE., INC.",BUFFALO PHARMACIES,1100 KENMORE AVENUE BUFFALO NY 14216,ERIE,Transfer,Establishment Status,"November 19, 1981",,"March 05, 1993","March 05, 1993"
026228,1101 PHARMACY INC.,FAMILY PHARMACY,1101 FLATBUSH AVE. BROOKLYN NY 11226,KINGS,Transfer,Establishment Status,"October 24, 2003","January 01, 2005","February 27, 2006","February 27, 2006"
018487,118-18 PHARMACY INC.,LEFFERTS PHARMACY,118-18 101ST AVE. RICHMOND HILL NY 11419,QUEENS,Discontinued,Establishment Status,"March 01, 1985",,"September 06, 1995","September 06, 1995"
028122,1219 FIRST AVENUE PHARMACY INC.,CHEMIST PHARMACY,93-30 43RD AVE. ELMHURST NY 11373,QUEENS,Discontinued,Establishment Status,"November 20, 2006","October 01, 2012","December 22, 2014","December 22, 2014"
027415,1225 FULTON AVENUE PHARMACY INC.,BEST CARE PHARMACY,1967 WESTCHESTER AVE. BRONX NY 10462,BRONX,Transfer,Establishment Status,"December 09, 2005","December 01, 2017","July 13, 2018","July 13, 2018"
018678,1230 FULTON DRUGS CORP.,,1230 FULTON ST BROOKLYN NY 11216,KINGS,Discontinued,Establishment Status,"June 25, 1985",,"January 08, 1990","January 08, 1990"
034982,1325 FIFTH AVE. DRUGS INC.,OCEANSIDE PHARMACY & SUPERMARKET,3206 MERMAID AVE. BROOKLYN NY 11224-1810,KINGS,Active,Establishment Status,"November 18, 2016","November 01, 2022","October 31, 2025",
031858,137 PHARMACY CORP.,FAMILY PHARMACY,3 WEST 137TH ST. NEW YORK NY 10037,NEW YORK,Discontinued,Establishment Status,"July 26, 2013","July 26, 2013","February 19, 2015","February 19, 2015"
036579,1400 ST NICHOLAS LLC,SAFE HEART PHARMACY,1400 ST. NICHOLAS AVE. NEW YORK NY 10033,NEW YORK,Active,Establishment Status,"June 22, 2018","June 01, 2021","May 31, 2024",
015396,1413 FULTON ST. PHARMACY INC.,,1413 FULTON ST. BROOKLYN NY 11216,KINGS,Transfer,Establishment Status,"March 01, 1976","April 01, 2007","March 23, 2009","March 23, 2009"
018470,1428 FLATBUSH AVE. PHARMACY INC.,,1428 FLATBUSH AVE. BROOKLYN NY 11210,KINGS,Discontinued,Establishment Status,"February 11, 1985",,"January 02, 1987","January 02, 1987"
034109,1525 ALBANY AVE MEAT LLC.,KEYFOOD,1525 ALBANY AVE. BROOKLYN NY 11210,KINGS,Not Active,Establishment Status,Not On File,,"December 30, 2015","December 30, 2015"
018786,1699 FANCY PHARMACY INC.,,1699 PITKIN AVE BROOKLYN NY 11212,KINGS,Discontinued,Establishment Status,"September 16, 1985",,"April 30, 1988","April 30, 1988"
019989,1699 FANCY PHARMACY INC.,,132 ALLEN ST. NEW YORK NY 10002-3008,NEW YORK,Active,Establishment Status,"October 28, 1988","November 01, 2022","October 31, 2025",
020952,1725 FOSTER DRUG CORP.,WILLNER DRUG,1725 FOSTER AVE. BROOKLYN NY 11230,KINGS,Discontinued,Establishment Status,"July 31, 1991",,"March 25, 2004","March 25, 2004"
016468,1772 COLVIN PHARMACY INC.,ASK ME PHARMACY OF KENMORE,1770 COLVIN BLVD. KENMORE NY 14223,ERIE,Discontinued,Establishment Status,"June 26, 1979",,"November 21, 1991","November 21, 1991"
018409,1797 DRUG CORP.,FRIENDLY PHARMACY,1797 BROADWAY BROOKLYN NY 11207,KINGS,Discontinued,Establishment Status,"December 13, 1984",,"August 04, 1992","August 04, 1992"
028368,1875 LEXINGTON AVENUE CORP. OF NEW YORK,QUICK RX,C/O PHARMACY 1875 LEXINGTON AVENUE NEW YORK NY 10035,NEW YORK,Discontinued,Establishment Status,"May 02, 2007","May 01, 2016","August 13, 2018","August 13, 2018"
037007,1875 LEXINGTON AVENUE CORP. OF NEW YORK,,279 MAIN STREET SUITE 103 NEW PALTZ NY 12561-1623,ULSTER,Transfer,Establishment Status,"February 13, 2019","February 13, 2019","October 29, 2020","October 29, 2020"
038230,1875 LEXINGTON AVENUE LLC OF NYS,QUICK RX,279 MAIN ST. SUITE 103 NEW PALTZ NY 12561-1623,ULSTER,Active,Establishment Status,"October 29, 2020","October 29, 2020","September 30, 2023",
016514,"195 5TH AVE. FARMACIA, INC.",,"195 5TH AVE. BROOKLYN, NY 11217",KINGS,Discontinued,Establishment Status,"August 29, 1979",,"November 25, 1998","November 25, 1998"
016936,1951 FLATBUSH AVENUE PHARMACY CORP.,BERKELEY PHARMACY,1951 FLATBUSH AVE. BROOKLYN NY 11234,KINGS,Transfer,Establishment Status,"November 01, 1980","December 01, 2007","January 09, 2009","January 09, 2009"
036986,"1ST AMERICA INFUSION SERVICES, LLC",ADVANCED INFUSIONCARE,212 NORTHSIDE DRIVE VALDOSTA GA 31602,,Active,Establishment Status,"October 01, 2018","October 01, 2021","September 30, 2024",
027339,2001 BATH AVE PHARMACY INC.,FAMILY PHARMACY,2001 BATH AVE BROOKLYN NY 11214,KINGS,Transfer,Establishment Status,"July 06, 2005","July 06, 2005","October 04, 2007","October 04, 2007"
022909,207TH STREET ENTERPRISES INC.,FARMACIA SAN JUDA TADEO,520 W. 207TH ST. NEW YORK NY 10034,NEW YORK,Transfer,Establishment Status,"May 28, 1996",,"August 05, 1999","August 05, 1999"
026566,2101 CHURCH & FLATBUSH PHARMACY LLC,THRIFTWAY PHARMACY SUPER CENTER,C/O PHARMACY 2101 CHURCH AVE. BROOKLYN NY 11226,KINGS,Discontinued,Establishment Status,"July 28, 2004","July 28, 2004","July 25, 2005","July 25, 2005"
019324,224 HIGHLAND PARKWAY INC.,BUFFALO PHARMACIES,224 HIGHLAND PKWY. BUFFALO NY 14223,ERIE,Transfer,Establishment Status,"December 03, 1986",,"March 05, 1993","March 05, 1993"
028392,"2818 FULTON STREET PHARMACY, INC.",FULTON PHARMACY,2818 FULTON STREET BROOKLYN NY 11207,KINGS,Active,Establishment Status,"August 28, 2007","August 01, 2022","July 31, 2025",
037966,2818 JFK PHARMACY LLC,JFK PHARMACY,2818 JOHN F. KENNEDY BLVD JERSEY CITY NJ 07306,,Transfer,Establishment Status,"June 23, 2020","June 23, 2020","October 31, 2022","October 31, 2022"
019135,2ND AVENUE FARMACIA INC.,,54-14 2ND AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"June 05, 1986",,"November 28, 1988","November 28, 1988"
028317,3 W 137 PHARMACY & MEDICAL SUPPLY  INC.,FAMILY PHARMACY,3 WEST 137 STREET STORE 2 NEW YORK NY 10037,NEW YORK,Transfer,Establishment Status,"April 25, 2007","April 01, 2013","July 26, 2013","July 26, 2013"
017397,"3-9 DRUGS, INC.",FARMACIA CENTRAL,102 NAGLE AVE. NEW YORK NY 10040,NEW YORK,Discontinued,Establishment Status,"March 05, 1982","April 01, 2007","September 01, 2009","September 01, 2009"
031804,3110 CUIDAMED PHARMACY INC.,FARMACIA CUIDA RX MED PHARMACY,3110 THIRD AVE. BRONX NY 10451,BRONX,Transfer,Establishment Status,"June 19, 2013","June 01, 2016","October 31, 2018","October 31, 2018"
019306,333 SWAN STREET INC.,BUFFALO PHARMACIES,333 SWAN STREET BUFFALO NY 14204,ERIE,Transfer,Establishment Status,"November 24, 1986",,"March 05, 1993","March 05, 1993"
015465,47 MAIN STREET PHARMACY INC.,GREENFIELD PHARMACY,47 MAIN STREET PORT WASHINGTON NY 11050,NASSAU,Discontinued,Establishment Status,"March 31, 1976",,"September 07, 1999","September 07, 1999"
019575,5003 8TH AVENUE PHARMACY CORP.,8TH AVENUE FAMILY PHARMACY,5003 8TH AVE. BROOKLYN NY 11219,KINGS,Discontinued,Establishment Status,"October 13, 1987",,"April 01, 1988","April 01, 1988"
030880,510 FULTON AVE CORP.,BEST CHOICE PHARMACY,510 FULTON AVE. HEMPSTEAD NY 11550,NASSAU,Discontinued,Establishment Status,"September 27, 2011","September 01, 2017","February 27, 2019","February 27, 2019"
033760,520 FRANKLIN AVENUE PHARMACY INC.,,520 FRANKLIN AVE. SUITE 103 GARDEN CITY NY 11530,NASSAU,Discontinued,Establishment Status,"November 27, 2015","November 27, 2015","August 06, 2018","August 06, 2018"
018779,58 E. 116TH ST. PHARMACY OF NEW YORK INC.,,58 E. 116TH ST. NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"September 09, 1985",,"December 31, 1986","December 31, 1986"
010439,"764 FRANKLIN AVENUE PHARMACY, INC.",,764 FRANKLIN AVE. BROOKLYN NY 11238,KINGS,Discontinued,Establishment Status,"May 11, 1964",,"May 28, 1993","May 28, 1993"
034412,786 FM CORP.,CANARSIE PLAZA PHARMACY,8721 FLATLANDS AVENUE BROOKLYN NY 11236,KINGS,Transfer,Establishment Status,"March 04, 2016","March 04, 2016","April 21, 2017","April 21, 2017"
011868,815 TONAWANDA ST. CORPORATION,FAY'S LEADER DRUG,801 TONAWANDA ST. BUFFALO NY 14207,ERIE,Transfer,Establishment Status,"October 02, 1967",,"April 10, 1998","April 10, 1998"
024229,90-15 ROOSEVELT PHARMACY CORP.,MI FARMACIA,90-15 ROOSEVELT AVE. JACKSON HEIGHTS NY 11372,QUEENS,Active,Establishment Status,"February 08, 1999","March 01, 2022","February 28, 2025",
028501,902 FOSTER CARE INC.,FIRST CARE PHARMACY,902 FOSTER AVENUE BROOKLYN NY 11230,KINGS,Active,Establishment Status,"August 22, 2007","August 01, 2022","July 31, 2025",
017657,90TH ST. PRESCRIPTION CENTER INC.,OXFORD PHARMACY,1735 FIRST AVE. NEW YORK NY 10028,NEW YORK,Discontinued,Establishment Status,"January 17, 1983",,"December 02, 1997","December 02, 1997"
016392,940 FOURTH AVENUE CORP.,VICTOR'S PHARMACY,940 4TH AVE. BROOKLYN NY 11232,KINGS,Transfer,Establishment Status,"April 02, 1979",,"November 18, 1993","November 18, 1993"
036651,9BURNSIDE INC,FARMACIA VIDA,9 W. BURNSIDE AVE. BRONX NY 10453,BRONX,Transfer,Establishment Status,"May 31, 2018","May 31, 2018","August 23, 2019","August 23, 2019"
029347,"A & F PHARMACY, INC.",,2754 PITKIN AVENUE BROOKLYN NY 11208,KINGS,Transfer,Establishment Status,"March 24, 2009","March 01, 2015","August 03, 2016","August 03, 2016"
019699,A FAIR DEAL PHARMACY INC.,,849 BROADWAY BROOKLYN NY 11206,KINGS,Discontinued,Establishment Status,"March 02, 1988","January 01, 2005","March 12, 2007","March 12, 2007"
021884,A FAIR DEAL PHARMACY INC.,,39-11 104TH ST. CORONA NY 11368,QUEENS,Discontinued,Establishment Status,"October 12, 1993","November 01, 2013","February 04, 2014","February 04, 2014"
019767,"A-INFANTS & CHILDREN, INC.",ADR HOME CARE SERVICES,10-8 TECHNOLOGY DR. EAST SETAUKET NY 11733,SUFFOLK,Discontinued,Establishment Status,"April 13, 1988",,"September 06, 1995","September 06, 1995"
012051,"A.B.C. DRUG CO. OF QUEENS, INC.",,171-08 39TH AVE. FLUSHING NY 11358,QUEENS,Discontinued,Establishment Status,"March 01, 1968",,"December 31, 1989","December 31, 1989"
028070,"A.F. HAUSER, INC.",,4401 E. US HIGHWAY 30 VALPARAISO IN 46383,,Active,Establishment Status,"September 26, 2006","August 01, 2021","July 31, 2024",
038664,AALIF DRUGS INC.,AALIF PHARMACY,183-14 JAMAICA AVE. HOLLIS NY 11423,QUEENS,Active,Establishment Status,"April 19, 2021","April 19, 2021","March 31, 2024",
020771,ABBEY MEDICAL INC.,ABBEY/FOSTER & ABBEY MEDICAL RENTS,5 CHARLES PLACE GUILDERLAND NY 12084,ALBANY,Discontinued,Establishment Status,"May 01, 1991",,"August 31, 1995","August 31, 1995"
020770,"ABBEY MEDICAL, INC.",ABBEY/FOSTER - ABBEY MEDICAL RENTS,491 RIDGE ROAD WEST ROCHESTER NY 14615,MONROE,Discontinued,Establishment Status,"January 01, 1991",,"February 25, 1991","February 25, 1991"
036936,ABC-RIFAIE RX INC,METROPOLITAN DRUGS,1873 SECOND AVE. NEW YORK NY 10029,NEW YORK,Active,Establishment Status,"October 11, 2018","October 01, 2021","September 30, 2024",
014936,ABLE PHARMACY & SURGICAL SUPPLY CORP.,CROFTS PHARMACY,84-86 SCHOOL ST. GLEN COVE NY 11542,NASSAU,Discontinued,Establishment Status,"February 01, 1975",,"June 05, 1989","June 05, 1989"
028623,"ABLE WHOLESALERS OF MD, LLC",,9687 C  GERWIG LANE COLUMBIA MD 21046,,Discontinued,Establishment Status,"October 03, 2007","October 03, 2007","September 30, 2010","September 30, 2010"
032237,ABLE WHOLESALERS OF TENNESSEE LLC,,1329 BAPTIST WORLD CTR DR NASHVILLE TN 37207,,Discontinued,Establishment Status,"September 06, 2013","September 01, 2016","August 31, 2019","August 31, 2019"
012810,"ABRAMSON, ALFRED B. & ABRAMSON, BENJAMIN D.",ABRAMSONS' APOTHECARY,ABRAMSONS' APOTHECARY 200 SO. BROADWAY TARRYTOWN NY 10591,WESTCHESTER,Transfer,Establishment Status,"January 01, 1970",,"July 14, 1994","July 14, 1994"
012807,"ABRAMSON, ALFRED B. & ABRAMSON, BENJAMIN D.",TAPPAN PHARMACY,TAPPAN PHARMACY 100 NO. BROADWAY TARRYTOWN NY 10591,WESTCHESTER,Transfer,Establishment Status,"January 01, 1970",,"May 22, 1990","May 22, 1990"
304443,"ACCUHEALTH, INC.",LEROY PHARMACIES INC. - X-REF ONLY),BUILDING 2 RIDGE HILL YONKERS NY 10710,WESTCHESTER,Discontinued,Establishment Status,"June 25, 1984",,"August 07, 2001","August 07, 2001"
202212,ACCURATE CHEMICAL & SCIENTIFIC CORP.,,300 SHAMES DRIVE WESTBURY NY 11590,NASSAU,Discontinued,Establishment Status,"December 11, 1975","January 01, 2019","November 05, 2021","November 05, 2021"
019460,ACE PHARMACY OF RIVERDALE INC.,,3546 JOHNSON AVE. BRONX NY 10463,BRONX,Discontinued,Establishment Status,"June 08, 1987",,"June 04, 1997","June 04, 1997"
034251,"ACP OF THE WOODLANDS, LLC",ASSURANCE CONSOLIDATED PHARMACY,26202 OAK RIDGE DRIVE STE. A102 SPRING TX 77380,,Not Active,Establishment Status,Not On File,,"July 29, 2016","July 29, 2016"
028681,"ACTAVIS LABORATORIES FL, INC.",,13900 NW 2ND STREET SUNRISE FL 33325-6243,,Active,Establishment Status,"November 06, 2007","November 01, 2022","October 31, 2025",
037929,"ACUTE CARE GASES OF CT, LLC",ACUTE CARE GASES,23 NUTMEG VALLEY RD WOLCOTT CT 06716,,Not Active,Establishment Status,Not On File,,"July 09, 2021","July 09, 2021"
019395,"ADDABBO, JOSEPH P. FAMILY HEALTH CENTER, INC., THE",,67-10 ROCKAWAY BEACH BLVD ARVERNE NY 11692,QUEENS,Discontinued,Establishment Status,"March 17, 1987",,"October 27, 1992","October 27, 1992"
023122,ADIKALI PHARMACY INC.,SAFETY DRUGS,147-03 JAMAICA AVENUE JAMAICA NY 11435,QUEENS,Not Active,Establishment Status,Not On File,,"April 16, 1997","April 16, 1997"
017551,ADIRONDACK CORRECTIONAL FACILITY,NEW YORK STATE ADIRONDACK CORRECTIONAL FACILITY,C/O PHARMACY BOX 110 RAY BROOK NY 12977,ESSEX,Discontinued,Establishment Status,"September 03, 1982",,"July 20, 1990","July 20, 1990"
018830,"ADULT HOME PHARMACY, INC.",A.H. PROFESSIONAL PHARMACY,272 WINTON ROAD NORTH ROCHESTER NY 14610,MONROE,Transfer,Establishment Status,"October 17, 1985",,"February 24, 1989","February 24, 1989"
101097,ADVANCE BIOFACTURES CORPORATION,,35 WILBUR ST. LYNBROOK NY 11563,NASSAU,Transfer,Establishment Status,"July 01, 1965","August 01, 2007","February 21, 2008","February 21, 2008"
019221,ADVANCED HOME CARE OF WESTERN NEW YORK,,40 JOHN GLENN DR. SUITE 200 AMHERST NY 14228,ERIE,Transfer,Establishment Status,"August 29, 1986",,"October 16, 1995","October 16, 1995"
023499,"ADVANCED HOME CARE OF WESTERN NEW YORK, INC.",VNA PHARMACY,901 WASHINGTON ST. BUFFALO NY 14203,ERIE,Discontinued,Establishment Status,"April 16, 1998",,"May 28, 1998","May 28, 1998"
034244,ADVANCED PHARMA INC,AVELLA OF HOUSTON,9265 KIRBY DRIVE HOUSTON TX 77054,,Discontinued,Establishment Status,"July 10, 2017","July 10, 2017","July 05, 2019","July 05, 2019"
038912,"ADVANCED PHARMACY CONCEPTS, LLC",MANIFEST PHARMACY,1018 S. BATESVILLE RD BLDG #4-A GREER SC 29650,,Active,Establishment Status,"July 13, 2021","July 13, 2021","June 30, 2024",
029553,ADVANCED PHARMACY STAFFING INC,ADVANCED PHARMACY STAFFING,ADVANCED PHARMACY STAFFING 6295 HARRISON RD SUITE 3 LAS VEGAS NV 89120,,Discontinued,Establishment Status,"May 26, 2009","May 26, 2009","August 02, 2010","August 02, 2010"
033994,"ADVANCED RX PHARMACY OF TENNESSEE, LLC",ADVANCED RX PHARMACY 060,1400 DONELSON PIKE SUITE A15 NASHVILLE TN 37217,,Active,Establishment Status,"October 14, 2015","October 01, 2021","September 30, 2024",
038443,ADVANCED THERAPEUTICS OF LI LLC,ADVANCED THERAPEUTICS OF LI,3351 PARK AVE. WANTAGH NY 11793,NASSAU,Active,Establishment Status,"October 22, 2020","October 22, 2020","September 30, 2023",
026062,"ADVANCEPCS MAIL SERVICES OF BIRMINGHAM, INC.",CAREMARK,2700 MILAN COURT BIRMINGHAM AL 35211,,Transfer,Establishment Status,"June 10, 2003","June 01, 2003","February 22, 2006","February 22, 2006"
032970,ADVANTAGE MEDICAL INFUSION LLC,AMI RX,5296 OLD HWY 11 SUITE 4 HATTIESBURG MS 39402,,Discontinued,Establishment Status,"July 10, 2014","July 10, 2014","August 12, 2016","August 12, 2016"
039235,ADVANTRA RX LLC,FRIENDSHIP PHARMACY,5530 WISCONSIN AVE #100 CHEVY CHASE MD 20815,,Active,Establishment Status,"March 17, 2022","March 17, 2022","February 28, 2025",
